student_id,programming_score,mathematics_score,database_score,ai_score,ml_score,web_score,data_science_score,interest_ai,interest_web,interest_data,interest_programming,interest_cloud,interest_security,preferred_elective
S0823,52.6,88.3,75.1,58.7,89.4,67.2,100.0,4,3,3,1,5,4,Data Science
S0824,38.3,79.7,49.5,55.8,48.3,61.9,81.2,4,3,3,3,4,1,Data Science
S0825,42.1,56.8,65.1,53.4,75.2,36.6,65.5,2,2,5,4,5,1,Data Science
S0826,70.4,80.1,63.3,54.9,47.0,72.6,83.4,3,1,4,3,1,3,Data Science
S0827,70.5,82.9,92.6,77.1,50.9,79.5,20.4,1,1,1,5,4,4,Cyber Security
S0828,68.2,93.4,93.9,64.6,55.1,100.0,8.8,2,2,3,4,4,4,Web Development
S0829,88.2,56.9,40.0,64.7,85.7,59.1,52.0,4,4,3,1,3,4,Machine Learning
S0830,29.9,66.6,100.0,37.5,22.2,56.9,32.4,5,1,1,3,1,1,Data Science
S0831,75.9,81.2,51.3,40.7,33.7,48.4,55.3,5,1,2,2,1,1,Machine Learning
S0832,93.4,70.9,79.7,100.0,21.1,68.1,64.1,5,2,5,1,5,1,Cloud Computing
S0833,53.1,53.2,79.6,56.4,38.2,68.0,78.4,1,5,2,5,2,3,Web Development
S0834,64.3,76.2,50.1,44.5,43.8,52.8,37.2,5,5,3,2,4,4,Cyber Security
S0835,58.7,78.7,72.4,88.6,27.7,62.4,68.0,2,3,2,1,5,1,Cloud Computing
S0836,56.6,71.3,63.4,65.6,45.3,35.3,60.3,4,1,1,2,3,5,Cyber Security
S0837,65.1,73.3,73.3,71.6,19.7,78.9,67.0,5,1,2,5,2,2,Web Development
S0838,91.4,66.1,68.5,57.2,39.6,53.4,49.6,5,5,4,3,3,4,Cyber Security
S0839,97.6,92.2,82.9,53.6,84.0,64.5,87.7,4,3,5,5,2,4,Machine Learning
S0840,65.0,56.5,66.1,56.6,68.1,43.6,57.9,2,1,4,3,1,1,Machine Learning
S0841,98.6,61.2,62.5,32.3,63.7,56.3,95.5,3,5,5,1,5,5,Cyber Security
S0842,70.5,70.2,81.4,58.2,39.9,60.8,44.2,4,3,4,2,2,5,Cyber Security
S0843,96.3,83.2,73.7,65.9,29.3,64.8,74.9,3,2,4,1,4,5,Cyber Security
S0844,68.6,47.5,76.0,97.0,37.2,72.2,58.8,3,3,3,3,4,1,Cloud Computing
S0845,72.0,50.3,55.0,61.7,59.1,86.6,53.4,3,2,1,2,3,2,Web Development
S0846,75.5,39.4,49.3,13.3,77.4,76.0,72.6,3,5,3,5,3,2,Web Development
S0847,100.0,70.5,56.5,58.1,78.0,79.4,54.0,1,4,5,2,1,3,Web Development
S0848,82.8,53.2,55.7,100.0,72.6,86.7,6.8,5,1,3,2,3,5,Artificial Intelligence
S0849,59.4,64.2,76.8,77.3,45.2,73.5,0.0,1,4,4,5,4,4,Web Development
S0850,84.5,79.9,79.6,43.8,60.5,64.4,85.4,5,1,1,3,1,4,Cyber Security
S0851,64.6,60.4,62.7,71.8,53.6,80.1,84.6,1,3,2,1,2,3,Web Development
S0852,62.7,73.5,86.5,45.2,56.0,81.1,97.7,3,4,2,3,4,5,Cyber Security
S0853,83.6,65.5,85.5,32.9,100.0,74.7,59.6,3,1,2,2,5,5,Cloud Computing
S0854,70.5,80.1,68.7,53.0,24.8,43.2,34.1,3,4,5,4,2,5,Cyber Security
S0855,74.2,77.1,52.7,61.8,55.3,52.4,51.6,3,2,3,3,5,5,Cyber Security
S0856,70.2,59.6,88.6,22.6,84.2,60.9,60.2,5,4,4,4,1,4,Machine Learning
S0857,75.0,67.5,64.1,37.0,30.7,76.7,39.9,1,3,4,5,3,1,Web Development
S0858,76.4,85.7,66.9,60.2,47.1,64.7,93.0,5,1,3,4,5,2,Data Science
S0859,40.9,75.9,59.9,51.8,49.4,82.1,100.0,4,4,5,2,3,4,Data Science
S0860,80.0,49.0,51.7,67.9,55.5,84.7,69.6,4,2,2,2,3,2,Web Development
S0861,55.3,79.8,43.0,35.7,28.1,83.0,59.8,1,5,1,3,1,1,Web Development
S0862,48.4,53.7,74.5,74.3,71.9,83.1,34.1,1,5,4,3,3,5,Web Development
S0863,69.1,91.2,53.2,36.3,73.3,49.4,90.9,2,1,4,2,3,3,Data Science
S0864,71.3,85.4,100.0,92.9,70.2,72.2,61.5,2,4,2,5,5,5,Cyber Security
S0865,59.6,74.3,48.7,25.7,42.6,55.9,54.2,4,2,5,5,2,2,Data Science
S0866,82.5,72.4,46.1,38.1,61.7,40.3,69.6,5,4,1,2,2,2,Machine Learning
S0867,49.9,66.9,72.7,68.3,42.0,60.7,48.3,3,3,2,4,4,2,Cloud Computing
S0868,63.9,80.2,87.9,93.3,53.3,84.9,62.9,4,2,1,5,5,2,Cloud Computing
S0869,61.2,64.4,66.0,66.3,100.0,71.9,31.2,1,4,1,1,2,3,Machine Learning
S0870,69.3,73.5,73.6,71.3,61.9,95.3,81.7,4,2,4,2,4,2,Data Science
S0871,74.2,83.1,37.3,60.4,36.2,67.7,57.9,1,5,4,4,5,5,Web Development
S0872,54.9,61.6,54.8,39.5,63.6,100.0,83.2,4,5,4,3,4,2,Web Development
S0873,80.9,60.8,48.9,50.2,33.0,67.7,56.0,2,1,5,4,3,3,Web Development
S0874,70.9,52.1,36.6,35.8,36.0,65.3,57.3,3,4,1,3,2,5,Web Development
S0875,41.6,54.0,66.8,34.4,39.2,45.8,35.8,2,5,4,1,2,3,Web Development
S0876,40.6,42.6,31.4,68.0,51.1,81.7,75.2,3,1,1,3,1,1,Web Development
S0877,69.8,80.9,45.2,37.5,78.7,57.5,42.5,5,4,5,3,1,1,Machine Learning
S0878,66.7,97.1,56.9,66.4,71.6,55.3,50.3,5,5,4,5,3,3,Machine Learning
S0879,68.4,91.4,52.5,34.0,70.5,84.2,60.0,2,2,4,1,1,4,Cyber Security
S0880,69.6,45.6,70.9,65.9,38.0,82.4,62.4,2,3,3,1,1,5,Cyber Security
S0881,73.4,80.9,69.6,50.2,49.2,82.0,25.9,3,4,2,1,4,1,Web Development
S0882,84.2,91.3,78.4,88.1,65.4,59.6,55.4,4,2,4,3,1,3,Artificial Intelligence
S0883,53.3,63.1,76.3,66.5,47.4,64.2,75.9,1,2,5,5,1,2,Data Science
S0884,52.4,71.5,82.1,84.7,54.4,64.1,52.4,4,2,1,4,3,3,Artificial Intelligence
S0885,53.6,39.9,65.0,44.9,68.8,76.7,55.5,5,2,5,5,5,3,Cloud Computing
S0886,74.3,74.0,69.6,61.1,53.0,88.3,63.2,5,4,4,5,4,2,Web Development
S0887,88.7,54.0,72.7,40.4,64.5,70.5,57.5,3,2,1,4,1,1,Web Development
S0888,63.5,73.0,67.1,51.7,91.9,94.6,39.4,2,2,5,4,1,1,Machine Learning
S0889,32.5,46.6,59.0,54.8,56.6,78.5,59.3,2,5,1,2,4,3,Web Development
S0890,44.4,78.1,60.0,45.5,83.6,61.5,79.9,4,3,4,5,4,2,Machine Learning
S0891,57.5,85.4,52.7,35.7,71.2,77.4,39.0,3,5,1,4,2,2,Web Development
S0892,61.6,58.3,71.3,31.7,30.7,90.6,52.5,1,4,1,5,5,1,Web Development
S0893,63.9,52.9,63.6,13.2,38.0,95.0,32.4,4,5,4,5,5,1,Web Development
S0894,70.6,37.7,55.1,38.9,43.3,82.8,78.8,1,1,4,2,4,1,Cloud Computing
S0895,65.3,66.0,55.1,72.5,42.9,65.4,58.2,5,5,4,1,4,2,Web Development
S0896,85.7,61.3,46.8,28.0,58.2,61.7,43.0,3,5,2,5,4,1,Web Development
S0897,59.9,46.7,79.7,32.6,72.3,73.6,61.8,2,1,5,3,1,2,Data Science
S0898,57.1,76.8,66.2,95.8,85.1,90.1,35.9,1,2,1,5,4,2,Artificial Intelligence
S0899,77.2,63.3,52.1,47.3,66.2,71.5,39.3,1,3,5,4,5,2,Cloud Computing
S0900,47.0,53.9,77.1,66.4,51.1,71.8,30.8,5,3,2,2,2,1,Artificial Intelligence
S0901,75.8,61.7,56.6,72.8,18.4,65.8,38.7,3,4,4,2,1,1,Web Development
S0902,71.5,86.1,43.9,73.3,61.4,60.1,87.1,5,4,5,4,2,5,Data Science
S0903,67.8,79.0,80.3,29.6,60.5,62.6,45.3,5,2,2,2,2,4,Cyber Security
S0904,93.8,68.0,56.9,55.4,63.7,67.0,69.3,1,4,3,2,5,1,Cloud Computing
S0905,60.7,79.3,58.9,27.6,100.0,90.8,43.3,2,5,5,2,3,2,Web Development
S0906,100.0,52.6,65.6,100.0,84.8,61.4,75.2,5,3,5,4,4,2,Machine Learning
S0907,66.6,70.5,82.1,28.1,75.7,65.8,39.5,3,5,2,1,5,5,Cyber Security
S0908,50.8,72.2,65.3,39.0,40.8,52.0,60.8,3,4,3,1,4,5,Cyber Security
S0909,71.0,63.0,47.0,39.2,49.7,75.7,61.1,3,5,2,1,4,4,Web Development
S0910,53.9,76.5,73.2,30.1,58.1,85.5,100.0,4,5,3,4,5,1,Web Development
S0911,58.7,58.3,57.7,87.1,44.5,89.4,72.6,5,1,2,1,4,3,Artificial Intelligence
S0912,76.0,77.6,93.3,100.0,70.0,68.1,48.1,5,5,1,3,2,3,Artificial Intelligence
S0913,78.3,78.3,65.0,50.5,67.1,73.6,73.7,4,1,5,1,4,4,Data Science
S0914,60.7,26.2,31.5,33.6,38.2,62.7,100.0,3,5,4,3,2,5,Web Development
S0915,84.8,87.9,70.4,15.3,83.9,72.9,27.4,2,5,3,1,2,2,Web Development
S0916,87.4,24.3,94.2,55.1,62.0,69.7,43.2,1,2,1,1,4,3,Cloud Computing
S0917,91.5,60.8,88.6,53.7,25.4,65.9,55.3,4,1,1,3,2,2,Cloud Computing
S0918,77.9,85.4,92.5,47.0,59.0,67.1,51.7,1,3,3,4,1,2,Web Development
S0919,90.5,65.2,49.7,64.4,65.6,71.8,53.3,4,2,4,1,5,2,Cloud Computing
S0920,41.8,48.0,78.7,67.9,79.5,60.6,33.9,3,3,2,3,3,4,Artificial Intelligence
S0921,65.2,53.6,54.2,66.5,53.3,61.4,88.1,4,1,4,5,4,3,Data Science
S0922,57.0,85.4,68.4,53.7,76.6,90.6,31.5,5,1,2,4,5,4,Machine Learning
S0923,71.8,41.2,45.9,38.0,63.7,100.0,56.0,3,3,1,4,4,4,Web Development
S0924,61.4,86.9,55.3,73.3,33.7,46.9,80.9,3,4,3,2,4,2,Data Science
S0925,67.5,69.2,54.9,60.3,31.7,46.1,59.4,3,2,1,5,4,5,Cyber Security
S0926,98.2,52.1,78.5,77.8,82.5,50.6,40.4,2,2,1,1,2,1,Machine Learning
S0927,67.5,61.3,77.0,75.8,83.9,63.5,33.0,1,1,1,4,5,5,Cloud Computing
S0928,76.2,54.7,69.2,31.6,66.5,78.4,55.4,1,2,2,3,4,1,Cloud Computing
S0929,66.5,83.0,44.7,31.3,89.9,73.9,44.9,4,2,3,1,1,2,Machine Learning
S0930,71.1,81.0,60.3,44.9,81.1,67.6,64.1,5,2,5,5,1,5,Machine Learning
S0931,70.1,44.2,53.8,38.9,73.7,72.9,32.0,1,2,2,4,5,4,Cloud Computing
S0932,76.7,63.9,78.0,75.1,41.8,54.6,76.3,2,2,1,2,5,2,Cloud Computing
S0933,87.5,57.1,82.7,67.0,94.6,61.3,62.3,4,4,1,1,5,5,Cloud Computing
S0934,94.7,89.4,80.8,82.0,70.7,64.7,63.8,4,2,2,4,1,1,Machine Learning
S0935,74.6,49.7,53.7,67.9,52.3,41.2,88.8,4,4,2,3,5,4,Cloud Computing
S0936,78.8,94.1,23.9,64.2,46.6,47.6,51.2,4,4,2,1,5,3,Cloud Computing
S0937,52.7,69.5,38.5,84.0,65.1,48.2,45.5,1,4,5,5,4,2,Artificial Intelligence
S0938,68.7,52.6,86.3,69.4,26.6,76.5,49.0,2,3,2,4,3,5,Cyber Security
S0939,84.1,59.8,59.0,61.4,74.0,68.7,56.1,3,5,4,3,3,4,Web Development
S0940,83.0,58.0,53.7,89.6,40.9,74.2,58.2,1,2,4,2,3,1,Web Development
S0941,73.2,50.9,89.6,62.3,67.4,37.4,43.4,2,5,1,2,1,1,Machine Learning
S0942,83.3,71.4,84.0,53.9,49.6,42.7,19.5,2,2,2,3,3,1,Cloud Computing
S0943,77.4,51.6,65.4,43.2,54.7,74.9,48.8,5,1,3,1,2,3,Cyber Security
S0944,88.0,37.3,60.6,74.1,44.9,23.3,67.2,2,5,3,2,2,3,Cyber Security
S0945,74.3,64.3,63.0,84.7,56.8,83.4,62.7,5,5,1,2,1,4,Web Development
S0946,64.7,43.0,68.4,59.0,97.8,37.7,84.0,4,1,4,1,3,4,Machine Learning
S0947,75.0,58.7,89.0,86.2,87.7,77.7,99.1,4,3,2,1,1,1,Artificial Intelligence
S0948,26.0,56.4,71.3,20.6,67.1,51.7,75.2,5,3,2,2,5,3,Data Science
S0949,75.7,56.9,75.9,58.9,59.5,80.7,87.7,5,2,4,2,5,4,Cloud Computing
S0950,15.3,100.0,82.5,59.2,76.9,100.0,75.3,2,3,5,2,5,5,Data Science
S0951,44.1,70.8,47.5,45.5,82.6,30.9,94.2,3,4,5,4,2,2,Data Science
S0952,76.8,73.7,76.3,100.0,43.4,75.4,97.0,3,3,5,3,1,1,Data Science
S0953,77.2,43.4,60.6,58.7,58.5,37.9,79.0,5,3,3,1,3,1,Cloud Computing
S0954,52.6,60.2,27.3,51.8,23.6,71.4,74.1,1,5,1,5,4,2,Web Development
S0955,59.3,73.2,33.1,60.5,82.5,61.9,55.9,3,2,2,4,1,3,Machine Learning
S0956,90.6,54.6,49.7,19.9,100.0,66.9,59.2,2,4,2,3,5,2,Machine Learning
S0957,62.7,83.6,73.0,44.8,61.6,51.3,53.2,2,2,2,1,3,1,Data Science
S0958,100.0,52.0,66.7,79.7,17.5,76.7,72.4,4,5,2,5,5,2,Web Development
S0959,70.0,65.7,67.8,47.4,72.2,43.3,45.6,2,2,1,4,1,2,Machine Learning
S0960,76.1,61.2,94.3,43.4,41.9,83.6,56.2,4,5,1,3,3,3,Web Development
S0961,94.3,72.5,46.0,86.2,46.7,58.9,12.9,5,4,4,1,3,1,Artificial Intelligence
S0962,72.0,60.4,64.6,86.8,72.5,44.0,94.5,4,2,3,1,1,4,Artificial Intelligence
S0963,55.0,65.9,69.6,70.3,65.1,88.9,55.6,1,4,1,2,4,3,Web Development
S0964,68.4,66.5,54.0,50.9,50.2,64.0,69.1,1,2,3,2,5,2,Cloud Computing
S0965,69.5,59.0,65.4,55.2,47.0,93.6,89.2,3,2,5,2,3,5,Data Science
S0966,49.5,77.3,41.0,43.9,62.5,83.3,66.0,3,2,3,3,2,4,Web Development
S0967,66.2,73.6,86.1,40.1,51.8,53.0,88.9,4,4,2,1,4,1,Data Science
S0968,58.9,68.7,54.8,39.1,37.8,63.7,35.2,3,2,2,2,2,1,Web Development
S0969,83.9,63.5,95.5,47.6,53.3,66.8,100.0,1,3,2,5,2,1,Data Science
S0970,70.5,81.9,64.5,39.3,66.8,87.9,81.7,5,3,2,5,4,3,Web Development
S0971,65.8,66.5,80.4,28.7,56.4,71.6,64.2,5,1,5,1,3,2,Data Science
S0972,68.4,65.4,64.2,64.4,31.7,67.6,88.5,4,2,5,4,2,2,Data Science
S0973,73.3,71.6,64.5,64.7,79.8,62.0,36.6,4,2,2,5,3,3,Machine Learning
S0974,79.3,95.4,56.2,94.0,5.2,64.2,54.2,5,2,5,3,5,3,Cloud Computing
S0975,55.0,49.9,66.8,46.6,51.1,84.6,88.9,3,5,5,2,3,1,Web Development
S0976,54.4,81.5,69.8,65.9,47.6,65.1,22.7,1,2,1,3,1,1,Web Development
S0977,86.6,41.6,53.2,66.3,63.0,59.1,71.2,4,3,3,2,5,4,Cloud Computing
S0978,63.8,73.3,63.1,54.9,71.2,56.5,70.6,3,4,4,2,4,5,Cyber Security
S0979,48.7,93.6,55.8,74.9,82.5,56.7,99.4,4,4,3,5,2,5,Artificial Intelligence
S0980,76.7,77.3,99.5,75.5,45.8,44.0,28.3,4,4,3,4,5,5,Cyber Security
S0981,77.0,72.6,63.7,66.5,71.7,53.7,92.2,3,3,3,3,5,3,Cloud Computing
S0982,47.0,61.6,88.2,54.9,63.9,87.5,48.8,2,5,4,1,5,5,Cloud Computing
S0983,73.4,70.5,62.1,52.8,25.8,61.9,51.1,3,5,2,5,2,5,Web Development
S0984,81.0,66.2,68.9,32.6,98.0,75.6,35.6,4,2,3,1,5,5,Cloud Computing
S0985,75.6,58.2,45.2,43.9,31.2,27.8,38.2,4,1,2,4,5,1,Cloud Computing
S0986,79.5,65.7,58.3,47.6,68.4,73.5,68.1,3,2,5,2,5,1,Cloud Computing
S0987,48.9,73.0,68.2,37.5,67.8,62.6,37.8,3,5,1,2,3,3,Web Development
S0988,75.0,58.5,88.8,68.8,65.5,57.8,74.8,5,5,1,1,2,3,Cyber Security
S0989,65.5,57.9,68.3,83.9,50.1,67.7,46.7,2,4,1,2,2,5,Cyber Security
S0990,62.8,49.6,85.8,41.8,76.5,57.6,35.7,1,4,2,4,5,2,Cloud Computing
S0991,83.1,75.9,74.6,65.7,28.8,33.1,49.4,4,2,4,3,3,5,Cyber Security
S0992,92.2,78.2,89.4,39.3,58.7,78.8,66.7,5,3,5,1,5,5,Cyber Security
S0993,96.9,73.5,64.1,53.9,48.7,68.6,54.5,4,1,3,2,3,5,Cyber Security
S0994,89.7,84.5,100.0,46.2,46.5,60.3,60.7,3,3,1,1,3,1,Cloud Computing
S0995,68.4,71.3,57.7,72.0,68.6,50.5,73.9,2,1,2,3,1,2,Machine Learning
S0996,75.3,75.9,53.5,46.4,81.5,43.0,81.6,3,1,1,5,3,2,Machine Learning
S0997,81.5,74.6,46.8,80.2,53.1,68.4,53.8,1,5,3,5,3,4,Web Development
S0998,71.8,68.6,100.0,55.1,75.6,89.2,39.1,3,5,4,5,1,4,Web Development
S0999,72.0,62.0,77.3,47.0,61.0,68.0,61.5,2,4,1,1,1,3,Web Development
S1000,82.4,100.0,60.0,34.9,42.1,44.3,69.4,2,4,4,3,3,1,Data Science
